GeneID	KEGG	KO	description	pathways	UniProt
AT1G43775	No_KEGG	--	--	(--,--)	--
AT1G33420	ath:AT1G33420	No_KO	--	(--,--)	Q9C810
AT2G47260	ath:AT2G47260	No_KO	--	(--,--)	O22900
AT5G28916	No_KEGG	--	--	(--,--)	--
AT5G23770	ath:AT5G23770	No_KO	--	(--,--)	F4KEA4
AT3G31909	No_KEGG	--	--	(--,--)	--
AT5G28143	No_KEGG	--	--	(--,--)	--
AT1G60989	ath:AT1G60989	No_KO	--	(--,--)	P82626
AT4G04040	ath:AT4G04040	K00895	diphosphate-dependent phosphofructokinase [EC:2.7.1.90]	{'ath01110': 'Biosynthesis of secondary metabolites', 'ath00030': 'Pentose phosphate pathway', 'ath00010': 'Glycolysis / Gluconeogenesis', 'ath01100': 'Metabolic pathways', 'ath00051': 'Fructose and mannose metabolism'}	F4JGR5
AT5G65640	ath:AT5G65640	No_KO	--	(--,--)	Q9LSL1
AT1G50770	ath:AT1G50770	No_KO	--	(--,--)	Q9C6K1
AT4G00450	ath:AT4G00450	No_KO	--	(--,--)	H3K2Y6
AT1G61990	ath:AT1G61990	K15032	mTERF domain-containing protein, mitochondrial	(--,--)	O80704
AT4G12990	ath:AT4G12990	No_KO	--	(--,--)	A0A1P8B907
AT5G56370	ath:AT5G56370	No_KO	--	(--,--)	Q9FM94
AT3G20290	ath:AT3G20290	K12483	EH domain-containing protein 1	{'ath04144': 'Endocytosis'}	Q94CF0
AT1G60810	ath:AT1G60810	K01648	ATP citrate (pro-S)-lyase [EC:2.3.3.8]	{'ath01110': 'Biosynthesis of secondary metabolites', 'ath00020': 'Citrate cycle (TCA cycle)', 'ath01100': 'Metabolic pathways'}	O22718
AT3G21510	ath:AT3G21510	K14490	histidine-containing phosphotransfer peotein	{'ath04075': 'Plant hormone signal transduction'}	Q9ZNV9
AT1G66235	ath:AT1G66235	No_KO	--	(--,--)	A0A1P8AU49
AT1G34260	ath:AT1G34260	K00921	1-phosphatidylinositol-3-phosphate 5-kinase [EC:2.7.1.150]	{'ath04145': 'Phagosome', 'ath04070': 'Phosphatidylinositol signaling system', 'ath00562': 'Inositol phosphate metabolism'}	Q9XID0
AT3G12955	ath:AT3G12955	No_KO	--	(--,--)	Q9LSI2
AT3G44930	ath:AT3G44930	No_KO	--	(--,--)	Q58P69
AT3G44920	ath:AT3G44920	No_KO	--	(--,--)	Q9FYB9
AT1G74160	ath:AT1G74160	No_KO	--	(--,--)	A0A1P8ANX7
AT3G06433	No_KEGG	--	--	(--,--)	--
AT3G13580	ath:AT3G13580	K02937	large subunit ribosomal protein L7e	{'ath03010': 'Ribosome'}	Q9LHP1
AT4G22840	ath:AT4G22840	No_KO	--	(--,--)	Q8VYY4
AT4G34220	ath:AT4G34220	No_KO	--	(--,--)	Q94C77
AT4G32375	ath:AT4G32375	No_KO	--	(--,--)	F4JUA4
AT5G41950	ath:AT5G41950	No_KO	--	(--,--)	Q9FHY8
AT5G38850	ath:AT5G38850	No_KO	--	(--,--)	Q9FMB7
AT2G13900	ath:AT2G13900	No_KO	--	(--,--)	Q8S8J8
AT5G02360	ath:AT5G02360	No_KO	--	(--,--)	Q9LZ89
AT2G13910	No_KEGG	--	--	(--,--)	--
AT5G02340	ath:AT5G02340	No_KO	--	(--,--)	Q9LZ91
AT1G60440	ath:AT1G60440	K09680	type II pantothenate kinase [EC:2.7.1.33]	{'ath01100': 'Metabolic pathways', 'ath00770': 'Pantothenate and CoA biosynthesis'}	O80765
AT1G28310	ath:AT1G28310	No_KO	--	(--,--)	Q9FZA4
AT2G32970	ath:AT2G32970	No_KO	--	(--,--)	F4IUT0
AT1G49310	ath:AT1G49310	No_KO	--	(--,--)	Q84W13
AT1G62030	ath:AT1G62030	No_KO	--	(--,--)	O80707
AT1G04670	ath:AT1G04670	No_KO	--	(--,--)	Q5Q0I9
AT1G61830	No_KEGG	--	--	(--,--)	--
AT2G06710	No_KEGG	--	--	(--,--)	--
AT3G50740	ath:AT3G50740	K12356	coniferyl-alcohol glucosyltransferase [EC:2.4.1.111]	{'ath00940': 'Phenylpropanoid biosynthesis'}	Q94A84
AT2G06640	No_KEGG	--	--	(--,--)	--
AT4G06491	No_KEGG	--	--	(--,--)	--
AT1G17495	No_KEGG	--	--	(--,--)	--
AT2G31900	ath:AT2G31900	K10357	myosin V	(--,--)	F4IRU3
AT2G43370	ath:AT2G43370	K13155	U11/U12 small nuclear ribonucleoprotein 35 kDa protein	(--,--)	Q8VY74
AT2G41870	ath:AT2G41870	No_KO	--	(--,--)	P93758
AT3G21670	ath:AT3G21670	No_KO	--	(--,--)	Q9LVE0
AT2G12910	No_KEGG	--	--	(--,--)	--
AT3G29320	ath:AT3G29320	K00688	glycogen phosphorylase [EC:2.4.1.1]	{'ath01110': 'Biosynthesis of secondary metabolites', 'ath00500': 'Starch and sucrose metabolism', 'ath01100': 'Metabolic pathways'}	Q9LIB2
AT5G42790	ath:AT5G42790	K02725	20S proteasome subunit alpha 6 [EC:3.4.25.1]	{'ath03050': 'Proteasome'}	P34066
AT1G26830	ath:AT1G26830	K03869	cullin 3	{'ath04120': 'Ubiquitin mediated proteolysis'}	Q9ZVH4
AT3G29790	ath:AT3G29790	No_KO	--	(--,--)	Q9LJ53
AT1G23400	ath:AT1G23400	No_KO	--	(--,--)	Q9LDA9
AT1G49920	ath:AT1G49920	No_KO	--	(--,--)	Q9C702
AT4G31490	ath:AT4G31490	No_KO	--	(--,--)	Q9SV20
AT1G71420	ath:AT1G71420	No_KO	--	(--,--)	Q9C9H9
AT3G13300	ath:AT3G13300	K12616	enhancer of mRNA-decapping protein 4	{'ath03018': 'RNA degradation'}	Q9LTT8
AT1G53200	ath:AT1G53200	No_KO	--	(--,--)	A0A178WLU1
AT1G10930	ath:AT1G10930	K10901	bloom syndrome protein [EC:3.6.4.12]	{'ath03440': 'Homologous recombination'}	Q8L840
AT1G59850	ath:AT1G59850	No_KO	--	(--,--)	Q9XIE4
AT1G50260	ath:AT1G50260	No_KO	--	(--,--)	F4I4Z6
AT2G29165	No_KEGG	--	--	(--,--)	--
AT3G29775	No_KEGG	--	--	(--,--)	--
AT2G39410	ath:AT2G39410	No_KO	--	(--,--)	Q8S8R4
AT3G56330	ath:AT3G56330	K00555	tRNA (guanine26-N2/guanine27-N2)-dimethyltransferase [EC:2.1.1.215 2.1.1.216]	(--,--)	Q9LYL0
AT4G19640	ath:AT4G19640	No_KO	--	(--,--)	Q9SN68
AT4G22740	ath:AT4G22740	No_KO	--	(--,--)	Q940N4
AT1G18160	ath:AT1G18160	No_KO	--	(--,--)	A0A1P8AP88
AT3G07790	ath:AT3G07790	K13118	protein DGCR14	(--,--)	Q9S7V6
AT3G23930	ath:AT3G23930	No_KO	--	(--,--)	Q9LIR5
AT4G13540	ath:AT4G13540	No_KO	--	(--,--)	Q9T0H4
AT1G49770	ath:AT1G49770	No_KO	--	(--,--)	Q9FXA3
AT1G04280	ath:AT1G04280	No_KO	--	(--,--)	Q7GB61
AT1G43755	No_KEGG	--	--	(--,--)	--
AT1G43745	No_KEGG	--	--	(--,--)	--
AT2G07450	No_KEGG	--	--	(--,--)	--
AT1G65440	ath:AT1G65440	K11292	transcription elongation factor SPT6	(--,--)	A8MS85
AT1G27650	ath:AT1G27650	K12836	splicing factor U2AF 35 kDa subunit	{'ath03040': 'Spliceosome'}	Q9S709
AT3G08650	ath:AT3G08650	No_KO	--	(--,--)	Q9C9Z1
AT4G01400	ath:AT4G01400	K20291	conserved oligomeric Golgi complex subunit 4	(--,--)	Q8LDU5
AT5G45330	ath:AT5G45330	K18749	protein LSM14	(--,--)	Q9FH77
AT1G07850	ath:AT1G07850	No_KO	--	(--,--)	F4HSH8
AT1G68940	ath:AT1G68940	No_KO	--	(--,--)	Q9CAA7
AT1G73990	ath:AT1G73990	K04773	protease IV [EC:3.4.21.-]	(--,--)	Q9C9C0
AT1G14920	ath:AT1G14920	K14494	DELLA protein	{'ath04075': 'Plant hormone signal transduction'}	Q9LQT8
AT1G14440	ath:AT1G14440	No_KO	--	(--,--)	Q9M9S0
AT4G35790	ath:AT4G35790	K01115	phospholipase D1/2 [EC:3.1.4.4]	{'ath01110': 'Biosynthesis of secondary metabolites', 'ath00564': 'Glycerophospholipid metabolism', 'ath00565': 'Ether lipid metabolism', 'ath04144': 'Endocytosis', 'ath01100': 'Metabolic pathways'}	Q9C5Y0
AT4G07843	No_KEGG	--	--	(--,--)	--
AT1G65342	ath:AT1G65342	No_KO	--	(--,--)	F4I9X5
AT4G15500	ath:AT4G15500	No_KO	--	(--,--)	O23402
AT5G14105	ath:AT5G14105	No_KO	--	(--,--)	Q8LEU9
AT4G21260	ath:AT4G21260	No_KO	--	(--,--)	O49567
AT1G65845	ath:AT1G65845	No_KO	--	(--,--)	Q9SHX3
AT1G01695	ath:AT1G01695	No_KO	--	(--,--)	A0A178WAP9
AT3G46660	ath:AT3G46660	No_KO	--	(--,--)	Q94AB5
AT4G37830	ath:AT4G37830	K02266	cytochrome c oxidase subunit 6a	{'ath00190': 'Oxidative phosphorylation', 'ath01100': 'Metabolic pathways'}	Q9T070
AT1G14040	ath:AT1G14040	No_KO	--	(--,--)	Q6R8G7
AT1G32230	ath:AT1G32230	No_KO	--	(--,--)	Q8RY59
AT4G32300	ath:AT4G32300	No_KO	--	(--,--)	Q8RWZ5
AT2G35510	ath:AT2G35510	No_KO	--	(--,--)	O82289
AT1G63640	ath:AT1G63640	K10406	kinesin family member C2/C3	(--,--)	B3H6Z8
AT1G44910	ath:AT1G44910	K12821	pre-mRNA-processing factor 40	{'ath03040': 'Spliceosome'}	B6EUA9
AT1G11960	ath:AT1G11960	K21989	calcium permeable stress-gated cation channel	(--,--)	B5TYT3
AT2G43990	ath:AT2G43990	No_KO	--	(--,--)	O80569
AT3G60955	No_KEGG	--	--	(--,--)	--
AT4G22350	ath:AT4G22350	K12847	U4/U6.U5 tri-snRNP-associated protein 2	{'ath03040': 'Spliceosome'}	F4JL64
AT4G16590	ath:AT4G16590	No_KO	--	(--,--)	Q84W54
AT1G74360	ath:AT1G74360	No_KO	--	(--,--)	C0LGJ1
AT3G55410	ath:AT3G55410	K00164	2-oxoglutarate dehydrogenase E1 component [EC:1.2.4.2]	{'ath01110': 'Biosynthesis of secondary metabolites', 'ath00380': 'Tryptophan metabolism', 'ath00020': 'Citrate cycle (TCA cycle)', 'ath00310': 'Lysine degradation', 'ath01200': 'Carbon metabolism', 'ath01100': 'Metabolic pathways'}	F4IWV2
AT3G45860	ath:AT3G45860	No_KO	--	(--,--)	Q9LZU4
AT1G07060	ath:AT1G07060	No_KO	--	(--,--)	Q9LMJ9
AT2G20460	No_KEGG	--	--	(--,--)	--
AT3G60140	ath:AT3G60140	K01188	beta-glucosidase [EC:3.2.1.21]	{'ath01110': 'Biosynthesis of secondary metabolites', 'ath00460': 'Cyanoamino acid metabolism', 'ath00500': 'Starch and sucrose metabolism', 'ath01100': 'Metabolic pathways', 'ath00940': 'Phenylpropanoid biosynthesis'}	Q9M1C9
AT3G24495	ath:AT3G24495	K08737	DNA mismatch repair protein MSH6	{'ath03430': 'Mismatch repair'}	Q9SMV7
AT1G17600	ath:AT1G17600	No_KO	--	(--,--)	F4I901
AT3G45010	ath:AT3G45010	K16298	serine carboxypeptidase-like clade IV [EC:3.4.16.-]	(--,--)	Q56WF8
AT5G20930	ath:AT5G20930	K08864	tousled-like kinase [EC:2.7.11.1]	(--,--)	Q39238
AT5G37630	ath:AT5G37630	K06678	condensin complex subunit 3	(--,--)	F4K790
AT5G39990	ath:AT5G39990	K20891	beta-glucuronosyltransferase [EC:2.4.1.-]	(--,--)	Q9FLD7
AT3G29634	No_KEGG	--	--	(--,--)	--
AT1G05870	ath:AT1G05870	No_KO	--	(--,--)	Q9MA39
AT1G52780	ath:AT1G52780	No_KO	--	(--,--)	A0A178WME6
AT2G45590	ath:AT2G45590	No_KO	--	(--,--)	O64639
AT1G20450	ath:AT1G20450	No_KO	--	(--,--)	P42759
AT2G26670	ath:AT2G26670	K21480	heme oxygenase (biliverdin-producing, ferredoxin) [EC:1.14.15.20]	{'ath01110': 'Biosynthesis of secondary metabolites', 'ath00860': 'Porphyrin and chlorophyll metabolism', 'ath01100': 'Metabolic pathways'}	O48782
AT1G79990	ath:AT1G79990	K17302	coatomer subunit beta'	(--,--)	Q9CAA0
AT5G01400	ath:AT5G01400	K06100	symplekin	{'ath03015': 'mRNA surveillance pathway'}	A0A1P8B9H2
AT2G11520	ath:AT2G11520	No_KO	--	(--,--)	Q9ASQ5
AT5G02620	ath:AT5G02620	No_KO	--	(--,--)	Q6AWW5
AT5G35520	ath:AT5G35520	No_KO	--	(--,--)	Q2V0Z5
AT1G65670	ath:AT1G65670	No_KO	--	(--,--)	Q1PFG4
AT2G23100	ath:AT2G23100	No_KO	--	(--,--)	F4ILF9
AT3G53480	ath:AT3G53480	No_KO	--	(--,--)	Q9LFH0
AT4G13940	ath:AT4G13940	K01251	adenosylhomocysteinase [EC:3.3.1.1]	{'ath00270': 'Cysteine and methionine metabolism', 'ath01100': 'Metabolic pathways'}	O23255
AT1G06070	ath:AT1G06070	No_KO	--	(--,--)	Q9LNE0
AT1G06060	ath:AT1G06060	No_KO	--	(--,--)	A0A1P8AV86
AT4G30935	ath:AT4G30935	No_KO	--	(--,--)	P59583
AT1G28630	ath:AT1G28630	No_KO	--	(--,--)	Q1PFR0
AT1G06490	ath:AT1G06490	K11000	callose synthase [EC:2.4.1.-]	(--,--)	Q9SHJ3
AT3G10600	ath:AT3G10600	No_KO	--	(--,--)	Q9SQZ0
AT1G03180	ath:AT1G03180	No_KO	--	(--,--)	Q5Q0J2
AT3G51895	ath:AT3G51895	K17471	sulfate transporter 3	(--,--)	Q9SV13
AT3G26560	ath:AT3G26560	K12818	ATP-dependent RNA helicase DHX8/PRP22 [EC:3.6.4.13]	{'ath03040': 'Spliceosome'}	Q38953
AT1G41746	No_KEGG	--	--	(--,--)	--
AT3G11340	ath:AT3G11340	No_KO	--	(--,--)	Q9C768
AT3G29156	No_KEGG	--	--	(--,--)	--
AT4G33690	ath:AT4G33690	No_KO	--	(--,--)	Q6NPE9
AT3G13330	ath:AT3G13330	K06699	proteasome activator subunit 4	{'ath03050': 'Proteasome'}	F4JC97
AT2G17880	ath:AT2G17880	No_KO	--	(--,--)	O48828
AT1G19870	ath:AT1G19870	No_KO	--	(--,--)	Q9FXI5
AT1G55475	ath:AT1G55475	No_KO	--	(--,--)	Q940A5
AT2G26260	ath:AT2G26260	K07748	sterol-4alpha-carboxylate 3-dehydrogenase (decarboxylating) [EC:1.1.1.170]	{'ath00100': 'Steroid biosynthesis', 'ath01100': 'Metabolic pathways'}	Q67ZE1
AT2G25350	ath:AT2G25350	No_KO	--	(--,--)	Q8S8D3
AT2G26560	ath:AT2G26560	No_KO	--	(--,--)	O48723
AT2G20780	ath:AT2G20780	No_KO	--	(--,--)	Q0WUU6
AT1G51710	ath:AT1G51710	K11843	ubiquitin carboxyl-terminal hydrolase 14 [EC:3.4.19.12]	(--,--)	Q949Y0
AT3G45300	ath:AT3G45300	K00253	isovaleryl-CoA dehydrogenase [EC:1.3.8.4]	{'ath00280': 'Valine, leucine and isoleucine degradation', 'ath01100': 'Metabolic pathways'}	Q9SWG0
AT3G23670	ath:AT3G23670	K10400	kinesin family member 15	(--,--)	Q8L7Y8
AT1G64080	ath:AT1G64080	No_KO	--	(--,--)	Q9SH58
AT5G37570	ath:AT5G37570	No_KO	--	(--,--)	Q9FHR3
AT5G64280	ath:AT5G64280	No_KO	--	(--,--)	Q9FMF8
AT3G23150	ath:AT3G23150	K14509	ethylene receptor [EC:2.7.13.-]	{'ath04075': 'Plant hormone signal transduction', 'ath04016': 'MAPK signaling pathway - plant'}	Q0WPQ2
AT5G13460	ath:AT5G13460	No_KO	--	(--,--)	Q9LYR0
AT5G41550	ath:AT5G41550	No_KO	--	(--,--)	Q9FFS5
AT2G16540	No_KEGG	--	--	(--,--)	--
AT3G24870	ath:AT3G24870	No_KO	--	(--,--)	F4J7T2
AT3G24880	ath:AT3G24880	No_KO	--	(--,--)	F4J7T3
AT3G57120	ath:AT3G57120	No_KO	--	(--,--)	Q8VYG5
AT5G25950	ath:AT5G25950	No_KO	--	(--,--)	F4JYA0
AT5G34858	No_KEGG	--	--	(--,--)	--
AT2G38900	ath:AT2G38900	No_KO	--	(--,--)	A0A178VZC3
AT2G30900	ath:AT2G30900	No_KO	--	(--,--)	Q6DR10
AT3G33181	No_KEGG	--	--	(--,--)	--
AT4G08100	No_KEGG	--	--	(--,--)	--
AT2G43720	ath:AT2G43720	No_KO	--	(--,--)	A0A1P8B057
AT3G51360	ath:AT3G51360	No_KO	--	(--,--)	A0A1I9LQZ5
AT4G06607	No_KEGG	--	--	(--,--)	--
AT4G02420	ath:AT4G02420	No_KO	--	(--,--)	O81291
AT3G43863	No_KEGG	--	--	(--,--)	--
AT1G36520	No_KEGG	--	--	(--,--)	--
AT1G41743	No_KEGG	--	--	(--,--)	--
AT1G41775	No_KEGG	--	--	(--,--)	--
AT1G38450	No_KEGG	--	--	(--,--)	--
AT2G10190	No_KEGG	--	--	(--,--)	--
AT2G10310	No_KEGG	--	--	(--,--)	--
AT3G30668	No_KEGG	--	--	(--,--)	--
AT3G43304	No_KEGG	--	--	(--,--)	--
AT4G06506	No_KEGG	--	--	(--,--)	--
AT4G06485	No_KEGG	--	--	(--,--)	--
AT5G35057	No_KEGG	--	--	(--,--)	--
AT3G42252	No_KEGG	--	--	(--,--)	--
AT4G08078	No_KEGG	--	--	(--,--)	--
AT1G08880	ath:AT1G08880	K11251	histone H2A	(--,--)	O04848
AT2G34835	No_KEGG	--	--	(--,--)	--
AT5G11370	ath:AT5G11370	No_KO	--	(--,--)	Q9LFM0
AT5G65040	ath:AT5G65040	No_KO	--	(--,--)	Q9LV75
AT1G18410	ath:AT1G18410	K10406	kinesin family member C2/C3	(--,--)	F4IAR2
AT3G15050	ath:AT3G15050	No_KO	--	(--,--)	Q9LKA0
AT4G27480	ath:AT4G27480	No_KO	--	(--,--)	F4JIW2
AT4G38545	ath:AT4G38545	No_KO	--	(--,--)	--
AT5G52910	ath:AT5G52910	K03155	timeless	(--,--)	A0A1P8B9S9
AT2G03550	ath:AT2G03550	No_KO	--	(--,--)	Q9ZQ91
AT1G38158	No_KEGG	--	--	(--,--)	--
AT2G10180	No_KEGG	--	--	(--,--)	--
AT3G43152	No_KEGG	--	--	(--,--)	--
AT3G33071	No_KEGG	--	--	(--,--)	--
AT3G32000	No_KEGG	--	--	(--,--)	--
AT4G03850	No_KEGG	--	--	(--,--)	--
AT4G06524	No_KEGG	--	--	(--,--)	--
AT4G06543	No_KEGG	--	--	(--,--)	--
AT4G06734	No_KEGG	--	--	(--,--)	--
AT5G33388	No_KEGG	--	--	(--,--)	--
AT4G06532	No_KEGG	--	--	(--,--)	--
AT1G11265	No_KEGG	--	--	(--,--)	--
AT1G58140	No_KEGG	--	--	(--,--)	--
AT1G21945	No_KEGG	--	--	(--,--)	--
AT1G48720	ath:AT1G48720	No_KO	--	(--,--)	Q682G3
AT3G59720	No_KEGG	--	--	(--,--)	--
AT3G61330	No_KEGG	--	--	(--,--)	--
AT4G34070	ath:AT4G34070	No_KO	--	(--,--)	F4JJY3
AT5G13205	No_KEGG	--	--	(--,--)	--
AT5G63890	ath:AT5G63890	K00013	histidinol dehydrogenase [EC:1.1.1.23]	{'ath00340': 'Histidine metabolism', 'ath01110': 'Biosynthesis of secondary metabolites', 'ath01100': 'Metabolic pathways', 'ath01230': 'Biosynthesis of amino acids'}	Q9C5U8
AT2G36890	ath:AT2G36890	K09422	transcription factor MYB, plant	(--,--)	Q9SJL7
AT1G27040	ath:AT1G27040	No_KO	--	(--,--)	Q8VYE4
AT1G53070	ath:AT1G53070	No_KO	--	(--,--)	Q9LNN2
AT2G25290	ath:AT2G25290	No_KO	--	(--,--)	F4IRM4
AT4G32070	ath:AT4G32070	No_KO	--	(--,--)	F4JTI1
AT1G77650	ath:AT1G77650	No_KO	--	(--,--)	Q9CAP3
AT1G15540	ath:AT1G15540	No_KO	--	(--,--)	Q9M9D9
AT2G18820	No_KEGG	--	--	(--,--)	--
AT4G38430	ath:AT4G38430	No_KO	--	(--,--)	Q93ZY2
AT1G62045	ath:AT1G62045	No_KO	--	(--,--)	Q8GYM5
AT3G14680	ath:AT3G14680	No_KO	--	(--,--)	Q9LUC6
AT5G53460	ath:AT5G53460	K00264	glutamate synthase (NADPH/NADH) [EC:1.4.1.13 1.4.1.14]	{'ath00910': 'Nitrogen metabolism', 'ath01110': 'Biosynthesis of secondary metabolites', 'ath01100': 'Metabolic pathways', 'ath01230': 'Biosynthesis of amino acids', 'ath00250': 'Alanine, aspartate and glutamate metabolism'}	Q9LV03
AT3G45560	ath:AT3G45560	No_KO	--	(--,--)	Q9M1F1
AT4G00100	ath:AT4G00100	K02953	small subunit ribosomal protein S13e	{'ath03010': 'Ribosome'}	P59224
AT4G11110	ath:AT4G11110	No_KO	--	(--,--)	Q9T014
AT1G69480	ath:AT1G69480	No_KO	--	(--,--)	Q6R8G0
AT3G61920	ath:AT3G61920	No_KO	--	(--,--)	Q9M273
AT1G13170	ath:AT1G13170	No_KO	--	(--,--)	Q9SAF0
AT4G37820	ath:AT4G37820	No_KO	--	(--,--)	Q9T069
AT5G55110	ath:AT5G55110	No_KO	--	(--,--)	Q9FLQ0
AT1G49540	ath:AT1G49540	K11374	elongator complex protein 2	(--,--)	F4I1S7
AT1G71250	ath:AT1G71250	No_KO	--	(--,--)	Q9FVV1
AT3G26170	ath:AT3G26170	No_KO	--	(--,--)	Q9LTM4
AT3G26180	ath:AT3G26180	No_KO	--	(--,--)	Q9LTM3
AT5G06820	ath:AT5G06820	No_KO	--	(--,--)	Q9FG24
AT1G77230	ath:AT1G77230	No_KO	--	(--,--)	Q8VZL0
AT1G73960	ath:AT1G73960	K03128	transcription initiation factor TFIID subunit 2	{'ath03022': 'Basal transcription factors'}	Q8LPF0
AT1G21610	ath:AT1G21610	No_KO	--	(--,--)	Q8RX78
AT5G19370	ath:AT5G19370	No_KO	--	(--,--)	Q93WI0
AT3G26830	ath:AT3G26830	K20559	dihydrocamalexate/camalexin synthase [EC:1.14.19.52]	{'ath04016': 'MAPK signaling pathway - plant'}	Q9LW27
AT5G24710	ath:AT5G24710	No_KO	--	(--,--)	F4KIH8
AT3G33005	No_KEGG	--	--	(--,--)	--
AT1G02065	ath:AT1G02065	No_KO	--	(--,--)	Q8GXL3
AT4G16563	ath:AT4G16563	No_KO	--	(--,--)	Q940R4
AT5G07990	ath:AT5G07990	K05280	flavonoid 3'-monooxygenase [EC:1.14.13.21]	{'ath01110': 'Biosynthesis of secondary metabolites', 'ath00944': 'Flavone and flavonol biosynthesis', 'ath01100': 'Metabolic pathways', 'ath00941': 'Flavonoid biosynthesis'}	Q9SD85
AT5G07571	ath:AT5G07571	No_KO	--	(--,--)	F4K829
AT3G51520	ath:AT3G51520	K14457	2-acylglycerol O-acyltransferase 2 [EC:2.3.1.22]	{'ath00561': 'Glycerolipid metabolism'}	Q9ASU1
AT3G30746	No_KEGG	--	--	(--,--)	--
AT5G38740	ath:AT5G38740	No_KO	--	(--,--)	Q9FKR2
AT2G11170	No_KEGG	--	--	(--,--)	--
AT4G19006	ath:AT4G19006	K03039	26S proteasome regulatory subunit N9	{'ath03050': 'Proteasome'}	Q8GYA6
AT2G11480	No_KEGG	--	--	(--,--)	--
AT5G15080	ath:AT5G15080	No_KO	--	(--,--)	Q9LFP7
AT1G75850	ath:AT1G75850	K18468	vacuolar protein sorting-associated protein 35	{'ath04144': 'Endocytosis'}	F4I0P8
AT4G03565	ath:AT4G03565	No_KO	--	(--,--)	F4JG98
AT1G35110	No_KEGG	--	--	(--,--)	--
AT4G32760	ath:AT4G32760	No_KO	--	(--,--)	Q8L860
AT4G29420	ath:AT4G29420	No_KO	--	(--,--)	Q9M0E1
AT5G38990	ath:AT5G38990	No_KO	--	(--,--)	Q9FID9
AT1G24210	ath:AT1G24210	No_KO	--	(--,--)	Q8LCT6
AT2G47160	ath:AT2G47160	No_KO	--	(--,--)	Q8VYR7
AT2G18940	ath:AT2G18940	K17710	pentatricopeptide repeat domain-containing protein 1	(--,--)	O64624
AT3G05480	ath:AT3G05480	K10994	cell cycle checkpoint control protein RAD9A [EC:3.1.11.2]	(--,--)	F4J7B7
AT3G19630	ath:AT3G19630	No_KO	--	(--,--)	Q84JV6
AT4G00870	ath:AT4G00870	No_KO	--	(--,--)	O23090
AT5G12100	ath:AT5G12100	No_KO	--	(--,--)	Q9FMQ1
AT5G42760	ath:AT5G42760	No_KO	--	(--,--)	F4K328
AT1G04730	ath:AT1G04730	K11269	chromosome transmission fidelity protein 18	(--,--)	A0A1P8ASP2
AT3G01780	ath:AT3G01780	No_KO	--	(--,--)	F4J8D3
AT3G62300	ath:AT3G62300	No_KO	--	(--,--)	Q8H0V4
AT5G13330	ath:AT5G13330	No_KO	--	(--,--)	Q9LYU3
AT5G64190	ath:AT5G64190	No_KO	--	(--,--)	A0A1P8BBZ0
AT1G14110	ath:AT1G14110	K13681	xyloglucan fucosyltransferase [EC:2.4.1.-]	(--,--)	Q9XI77
AT3G13320	ath:AT3G13320	K07300	Ca2+:H+ antiporter	(--,--)	Q39254
AT4G16870	No_KEGG	--	--	(--,--)	--
AT5G10360	ath:AT5G10360	K02991	small subunit ribosomal protein S6e	{'ath03010': 'Ribosome'}	P51430
AT1G17130	ath:AT1G17130	No_KO	--	(--,--)	A8MR03
AT3G03780	ath:AT3G03780	K00549	5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase [EC:2.1.1.14]	{'ath00450': 'Selenocompound metabolism', 'ath00270': 'Cysteine and methionine metabolism', 'ath01100': 'Metabolic pathways', 'ath01230': 'Biosynthesis of amino acids', 'ath01110': 'Biosynthesis of secondary metabolites'}	Q9SRV5
AT3G48770	ath:AT3G48770	K17592	sacsin	(--,--)	Q9M305
AT1G79000	ath:AT1G79000	K04498	E1A/CREB-binding protein [EC:2.3.1.48]	(--,--)	Q9C5X9
AT1G31163	ath:AT1G31163	No_KO	--	(--,--)	F4I7W1
AT5G27140	ath:AT5G27140	K14565	nucleolar protein 58	{'ath03008': 'Ribosome biogenesis in eukaryotes'}	O04656
ATCG00280	No_KEGG	--	--	(--,--)	--
AT2G28230	ath:AT2G28230	K13528	mediator of RNA polymerase II transcription subunit 20	(--,--)	Q6NPF4
AT5G05320	ath:AT5G05320	No_KO	--	(--,--)	Q9FLC2
AT5G27120	ath:AT5G27120	K14565	nucleolar protein 58	{'ath03008': 'Ribosome biogenesis in eukaryotes'}	O04658
AT1G45545	ath:AT1G45545	No_KO	--	(--,--)	Q9C638
AT2G25830	ath:AT2G25830	No_KO	--	(--,--)	O82314
AT2G24630	ath:AT2G24630	No_KO	--	(--,--)	Q9SJA2
AT3G30838	No_KEGG	--	--	(--,--)	--
AT5G18245	ath:AT5G18245	No_KO	--	(--,--)	--
AT5G02290	ath:AT5G02290	No_KO	--	(--,--)	P43293
AT5G11850	ath:AT5G11850	K04424	sterile alpha motif and leucine zipper containing kinase AZK [EC:2.7.11.25]	(--,--)	Q8S9K4
AT2G07400	No_KEGG	--	--	(--,--)	--
AT4G32330	ath:AT4G32330	No_KO	--	(--,--)	Q94C48
AT2G12385	No_KEGG	--	--	(--,--)	--
AT1G35080	No_KEGG	--	--	(--,--)	--
AT2G11504	No_KEGG	--	--	(--,--)	--
AT2G01300	ath:AT2G01300	No_KO	--	(--,--)	Q9ZU37
AT4G12240	ath:AT4G12240	No_KO	--	(--,--)	Q9STI7
AT5G36060	No_KEGG	--	--	(--,--)	--
